timesteps,episode_return
66850,-41.734663
66900,-46.405551
66950,-40.351868
67000,-42.53018
67050,-50.581109
67100,-42.907672
67150,-44.744725
67200,-51.868259
67250,-35.918012
67300,-40.855613
67350,-44.118047
67400,-37.437763
67450,-48.237145
67500,-41.551179
67550,-38.830602
67600,-32.401846
67650,-42.18712
67700,-35.49136
67750,-38.589839
67800,-38.119224
67850,-33.555249
67900,-36.423698
67950,-40.522906
68000,-33.844023
68050,-33.948175
68100,-24.744829
68150,-39.346373
68200,-33.975669
68250,-34.798338
68300,-41.250555
68350,-43.530444
68400,-32.829898
68450,-30.213781
68500,-32.361549
68550,-39.427837
68600,-36.37361
68650,-35.697857
68700,-33.66006
68750,-41.647989
68800,-36.001901
68850,-30.541097
68900,-38.312279
68950,-47.341991
69000,-37.251797
69050,-32.688406
69100,-46.165924
69150,-35.808564
69200,-34.622509
69250,-34.916982
69300,-36.316019
69350,-31.602614
69400,-36.820133
69450,-39.533464
69500,-35.126988
69550,-36.530465
69600,-44.942096
69650,-31.946634
69700,-37.939714
69750,-30.552341
69800,-34.860374
69850,-31.070971
69900,-35.754274
69950,-33.330968
70000,-38.433974
70050,-29.880932
70100,-29.300507
70150,-40.987102
70200,-32.570823
70250,-31.448924
70300,-29.90411
70350,-37.25508
70400,-39.674697
70450,-31.186754
70500,-34.805628
70550,-39.428094
70600,-28.848282
70650,-36.019144
70700,-35.857012
70750,-29.098976
70800,-37.175779
70850,-34.100698
70900,-33.50492
70950,-37.569037
71000,-38.823503
71050,-38.628081
71100,-27.392506
71150,-41.153602
71200,-41.339348
71250,-37.383471
71300,-29.562208
71350,-32.038633
71400,-38.294774
71450,-31.11191
71500,-36.92273
71550,-34.94201
71600,-30.894473
71650,-42.969037
71700,-36.107345
71750,-28.148016
71800,-41.312206
71850,-41.249643
71900,-39.29419
71950,-39.160081
72000,-41.202596
72050,-32.969645
72100,-32.901907
72150,-37.353298
72200,-27.787496
72250,-37.687441
72300,-38.258395
72350,-25.651563
72400,-43.649781
72450,-35.696168
72500,-30.282306
72550,-32.727263
72600,-42.783296
72650,-38.039142
72700,-36.075919
72750,-33.967074
72800,-26.483437
72850,-42.987041
72900,-33.579926
72950,-41.497545
73000,-34.217054
73050,-33.127271
73100,-43.443596
73150,-36.40488
73200,-32.182066
73250,-36.127339
73300,-41.960848
73350,-32.3352
73400,-36.919259
73450,-35.7088
73500,-31.089712
73550,-39.762405
73600,-36.132476
73650,-44.526461
73700,-32.49481
73750,-43.731617
73800,-24.858855
73850,-28.383741
73900,-36.542744
73950,-23.115693
74000,-25.971181
74050,-20.986819
74100,-36.611914
74150,-31.561486
74200,-30.088364
74250,-22.890239
74300,-26.794136
74350,-31.364887
74400,-30.501924
74450,-32.013227
74500,-34.395537
74550,-32.847441
74600,-19.689906
74650,-28.593348
74700,-33.600904
74750,-23.033981
74800,-27.073576
74850,-33.780413
74900,-30.827692
74950,-22.747469
75000,-30.402268
75050,-23.7231
75100,-20.81657
75150,-34.880011
75200,-36.919961
75250,-25.274018
75300,-28.737952
75350,-23.491975
75400,-25.997678
75450,-20.848052
75500,-32.475561
75550,-23.223664
75600,-34.860269
75650,-33.965439
75700,-31.409812
75750,-29.164463
75800,-29.292068
75850,-22.457223
75900,-26.343255
75950,-23.456823
76000,-37.004342
76050,-29.402135
76100,-21.720381
76150,-18.632029
76200,-23.230083
76250,-31.302983
76300,-25.102889
76350,-20.415903
76400,-28.835625
76450,-26.383748
76500,-15.949023
76550,-25.965127
76600,-17.218546
76650,-22.41294
76700,-35.632724
76750,-34.323058
76800,-23.534234
76850,-23.75744
76900,-21.48796
76950,-17.119954
77000,-19.609133
77050,-33.836263
77100,-30.196047
77150,-29.590195
77200,-28.881688
77250,-29.792673
77300,-28.58827
77350,-17.532233
77400,-27.536329
77450,-26.82739
